timestamps,open,high,low,close,volume,amount
2019-11-18,140,145.51,125,126.35,42314660,5755768900
2019-11-19,133,138.32,128.01,136.01,13576176,1801212000
2019-11-20,136,149,135.01,147.2,9634684,1377918400
2019-11-21,143.08,145.58,136.69,141.93,7719363,1091114700
2019-11-22,139.49,143,132,133.48,7130685,976879000
2019-11-25,134.27,136.5,128,133.96,5208118,695849600
2019-11-26,132.99,134.26,128.8,133.8,3045689,401620300
2019-11-27,133.99,137.77,131.87,134.3,2240352,301295300
2019-11-28,134.01,138.11,131.33,133.68,2999643,402878700
2019-11-29,133.22,140,133.22,136.5,3486749,477503300
2019-12-02,136,142,135.99,138.29,2916422,404174400
2019-12-03,137.99,140.45,132.83,137,2267953,308850900
2019-12-04,135.75,141,134.3,139.66,2386285,330785800
2019-12-05,139.01,141,136.35,138.08,2161965,299051000
2019-12-06,137.25,139.9,134.85,136.9,1655789,226275700
2019-12-09,133.1,143.6,133.1,143.6,3229564,448610900
2019-12-10,142,162.97,140.4,151.5,5191733,791025800
2019-12-11,149.1,156.66,149.1,153.97,2261336,345871000
2019-12-12,153.9,165,149.99,153.6,2077291,325709300
2019-12-13,154.91,156,149.99,153.61,1791900,273263200
2019-12-16,153.79,167,151.93,167,2567409,408811800
2019-12-17,165.7,173.29,162.1,165.9,1958178,325703400
2019-12-18,165.41,173.5,165.15,171.31,2101750,354393300
2019-12-19,168.62,175,159.08,160.16,2614764,434925900
2019-12-20,160.01,167.8,156.3,166.95,2411720,389128400
2019-12-23,163.02,165,152,157,3307565,521363300
2019-12-24,157,163.45,155,163.2,1524806,243792800
2019-12-25,160.8,166.98,160.56,161.4,1257989,205374000
2019-12-26,160.13,165.95,160.1,165.32,1330769,216875300
2019-12-27,164.22,166.97,161.05,161.7,1579247,259619100
2019-12-30,161.22,165.46,155,163.9,2159682,343671400
2019-12-31,162.85,164,156.7,163.9,2898926,461446800
2020-01-02,163.21,163.47,152.88,156.5,4275380,669508700
2020-01-03,155.38,156.45,148.88,150,2966103,453379800
2020-01-06,150.5,153.89,147.26,152.79,2346643,355642600
2020-01-07,150.02,156.38,150.02,152.98,2909342,448937500
2020-01-08,152.05,152.5,147.02,148.81,2280282,338988400
2020-01-09,151.02,162,149,157,4890013,764462100
2020-01-10,158.01,162.62,154.5,156.27,2103436,332989100
2020-01-13,156.37,160,153.62,154.77,2378767,369594300
2020-01-14,154.51,161.5,154,160.51,2688582,423095400
2020-01-15,160,168,158.1,165.18,2732588,448021500
2020-01-16,165.18,175.13,162,168.2,2857884,482228500
2020-01-17,170,188,168,183,3762210,664261800
2020-01-20,184,191.56,173.99,177.9,3325408,609501000
2020-01-21,177.8,182.1,167.02,170,2696996,468779700
2020-01-22,169,187.5,167.08,184,3096961,549516100
2020-01-23,179.1,187,172.02,179.5,1793507,321662500
2020-02-03,163,186,163,171.9,3287286,580656300
2020-02-04,175,206.28,174.58,206.28,4332210,830525100
2020-02-05,210,226.48,202.55,211.95,5799852,1236836100
2020-02-06,215,222.05,206.5,214,4059412,868949900
2020-02-07,218.81,246,218.81,245,5586185,1300794300
2020-02-10,239.99,240,220,226.92,5039965,1156250900
2020-02-11,227,235,210,214.96,4720963,1031297300
2020-02-12,211,239.5,211,231,3997262,906000200
2020-02-13,237.5,239.44,219,220.5,4535334,1018018300
2020-02-14,223.5,231,211.66,218,2853756,629125700
2020-02-17,217,228.88,213.99,222,2263667,500937600
2020-02-18,222,231,217.1,229.7,2569326,577271400
2020-02-19,228,243.5,220.13,229.7,2848580,661195900
2020-02-20,235,237.23,214.75,223.2,3520354,779850200
2020-02-21,216,243.48,216,227.6,2837218,659652700
2020-02-24,227.1,241.5,227.1,236.88,2414871,572438100
2020-02-25,230,240,224.6,231.5,2062330,477060000
2020-02-26,229.8,229.8,217.5,222,2249922,498934600
2020-02-27,222.38,237.5,213,234.31,3967741,895636600
2020-02-28,222,249.85,222,235.52,3254977,775660700
2020-03-02,237,251,225.2,249.46,3120490,745138400
2020-03-03,251.01,292,250.3,270,3113790,846168800
2020-03-04,264,273.16,248.38,257.25,3423463,884781800
2020-03-05,259.1,267,239.01,249.49,2808844,702887800
2020-03-06,246,252.5,240.66,247,1646659,406632500
2020-03-09,238,251.7,227.5,227.81,1555460,372001600
2020-03-10,221.94,236.3,201.77,229,4277001,940661100
2020-03-11,228,228,209.76,212.02,2244345,494213700
2020-03-12,206.98,219,201.08,215.52,2595053,544540800
2020-03-13,204,225.66,201,223.03,3162544,684136500
2020-03-16,221.05,233.05,203.77,210.2,2056050,449626600
2020-03-17,215,224,204.1,217,2131789,459545700
2020-03-18,219,236.68,219,222.1,2807533,640387700
2020-03-19,222.5,229.69,212.36,228.7,2298935,511282500
2020-03-20,229.8,234.98,222.45,228,1658724,378419200
2020-03-23,222.39,233,210,214,1979109,441062600
2020-03-24,220.1,224.93,204.5,218,1742038,374344100
2020-03-25,227,241.2,227,235.89,2424473,568181600
2020-03-26,236,254.99,232.5,249.53,2232371,550601000
2020-03-27,252.89,260.2,243,245.8,1560797,390499900
2020-03-30,240.1,243.6,218.5,220,1992635,459392000
2020-03-31,224.02,231.35,221.02,224.5,1395144,316264400
2020-04-01,226.5,235.8,222,226.36,1167005,268467200
2020-04-02,223.61,246,223.51,244.5,1426997,334060600
2020-04-03,244,247.05,235.24,241.96,1162444,279840700
2020-04-07,247.46,253.96,245.45,250,1095787,273385200
2020-04-08,247.5,254.36,236.67,237.39,1400700,342482600
2020-04-09,238.26,241.5,226.51,234.64,1696921,394099500
2020-04-10,233,233,218.57,223.25,1596318,359177800
2020-04-13,221,226.55,215.81,219.4,1230469,270315200
2020-04-14,223,226.63,217.61,225.2,1010811,226266200
2020-04-15,227.7,240,226.31,237.29,1816798,425717500
2020-04-16,235.93,239.95,232.03,236.68,965315,227935500
2020-04-17,239,247.38,239,244.31,1307799,318945200
2020-04-20,244.86,251.47,240.5,251.42,1092680,269245400
2020-04-21,248.68,258,244,252.98,989469,248846600
2020-04-22,248.13,250.5,241.01,248.34,1160007,285775200
2020-04-23,246,256.33,246,253.2,883811,224405700
2020-04-24,253.19,257.73,245.01,248.01,925962,230738500
2020-04-27,240,249.7,240,247.7,646951,160376000
2020-04-28,246,256.5,220.95,255.7,1587321,382632400
2020-04-29,258.7,265.92,250.86,252.19,1191378,307209900
2020-04-30,252.19,265.45,252.19,262.48,1090553,284318200
2020-05-06,261,275.1,260,266,1467618,393093600
2020-05-07,269,269.37,260,268.23,909186,241252900
2020-05-08,269,285.01,267.3,274.87,1296851,358884200
2020-05-11,277,291.58,255.55,262,2673298,733446600
2020-05-12,259.5,265,253.46,257.1,1210729,312715300
2020-05-13,254.37,264.6,254.3,263.37,792409,207347200
2020-05-14,260.6,264.89,257.11,258,884366,230380800
2020-05-15,258.53,273.98,258.53,264.68,1325863,354779500
2020-05-18,263,273.88,250.5,268.02,2469466,646019000
2020-05-19,266.61,288.88,265,288.86,1732514,487210800
2020-05-20,289,294.5,279.11,283.7,1093589,312671800
2020-05-21,285.18,288.44,265.2,270,1326020,367837900
2020-05-22,270,275.68,263.8,273.02,1069790,288486300
2020-05-25,271.18,273.39,261.2,266.83,1183159,315602200
2020-05-26,266.7,278.71,265.06,272.49,1327259,361902400
2020-05-27,272.38,274,267.08,268.77,721679,194575700
2020-05-28,270,270.37,258,264.25,958733,252497100
2020-05-29,262.57,274.77,260.33,267.47,961176,259095000
2020-06-01,270,285.31,270,281.15,1145147,320144400
2020-06-02,282.1,284.8,275.6,280,652522,182375600
2020-06-03,279.78,279.99,267,272.12,1868786,506930800
