date,open,close,high,low,volume,amount
2020-07-23,403.5,400.0,403.5,385.0,6197.0,243743481.0
2020-07-24,397.0,377.2,397.0,376.0,4954.0,190320479.0
2020-07-27,378.88,382.23,389.03,376.51,2891.0,110716931.0
2020-07-28,386.0,384.54,388.95,381.22,2162.0,83013743.0
2020-07-29,384.5,397.07,399.0,378.89,3738.0,147589513.0
2020-07-30,396.96,392.0,402.8,390.0,4056.0,160751710.0
2020-07-31,388.55,391.4,396.88,386.5,4740.0,185127246.0
2020-08-03,380.0,398.0,399.78,377.41,7130.0,276195840.0
2020-08-04,397.0,399.0,401.98,391.1,5214.0,206767685.0
2020-08-05,401.44,418.5,422.44,393.13,6299.0,259367168.0
2020-08-06,419.99,421.35,423.93,415.02,4440.0,186533954.0
2020-08-07,421.34,404.67,421.35,403.0,4562.0,188003608.0
2020-08-10,402.67,397.93,408.17,390.01,3330.0,132766510.0
2020-08-11,400.52,417.55,422.9,395.66,8163.0,339768512.0
2020-08-12,418.35,424.11,426.66,411.41,5257.0,220480335.0
2020-08-13,423.88,440.0,444.0,417.0,6538.0,284258560.0
2020-08-14,439.0,433.8,444.64,430.25,3837.0,167752404.0
2020-08-17,433.39,419.49,438.57,409.66,5456.0,228300452.0
2020-08-18,418.99,421.48,426.0,413.0,2581.0,108207070.0
2020-08-19,418.0,408.48,422.75,407.78,2231.0,92166873.0
2020-08-20,404.55,408.83,413.99,401.31,1661.0,67828995.0
2020-08-21,404.5,411.18,416.86,392.0,7162.0,288218800.0
2020-08-24,408.95,427.97,434.9,408.29,4682.0,198042371.0
2020-08-25,424.65,417.9,431.78,416.94,2486.0,104555049.0
2020-08-26,413.22,401.6,419.99,398.58,2417.0,98019984.0
2020-08-27,409.85,402.79,409.85,398.56,1580.0,63905516.0
2020-08-28,401.01,398.02,403.89,396.8,2328.0,93118622.0
2020-08-31,427.0,465.0,477.62,427.0,16913.0,794049600.0
2020-09-01,479.0,485.0,496.0,468.2,13881.0,668590480.0
2020-09-02,478.96,493.98,507.09,478.96,8453.0,419170000.0
2020-09-03,496.38,491.93,502.0,481.01,4882.0,239765166.0
2020-09-04,483.49,491.73,495.98,478.0,2854.0,138890903.0
2020-09-07,489.15,490.77,506.66,480.88,4686.0,232751815.0
2020-09-08,490.05,507.8,520.43,490.05,8521.0,432789280.0
2020-09-09,507.2,502.0,522.96,495.0,6848.0,350445504.0
2020-09-10,503.71,498.3,512.38,485.02,4757.0,237233732.0
2020-09-11,498.73,513.0,517.0,493.0,4373.0,220071828.0
2020-09-14,522.13,528.22,530.5,512.09,4950.0,258844411.0
2020-09-15,524.98,509.0,538.0,505.4,4443.0,231405818.0
2020-09-16,514.09,544.98,548.0,509.0,5376.0,286215552.0
2020-09-17,544.9,548.99,556.48,536.0,4857.0,266299725.0
2020-09-18,548.99,590.99,595.01,539.99,8284.0,478719062.0
2020-09-21,597.4,594.0,597.4,570.1,3994.0,233433627.0
2020-09-22,593.98,588.2,595.98,570.33,4183.0,244076121.0
2020-09-23,586.88,599.0,603.0,571.0,4328.0,255452006.0
2020-09-24,593.81,582.63,607.01,577.37,3030.0,179039137.0
2020-09-25,580.0,578.78,593.2,576.99,2375.0,138311050.0
2020-09-28,584.98,561.9,588.07,555.02,3276.0,189021272.0
2020-09-29,568.49,597.56,607.0,560.21,3730.0,220054621.0
2020-09-30,607.0,599.4,616.99,590.03,2681.0,161304176.0
2020-10-09,613.0,612.5,614.44,594.4,2205.0,133939522.0
2020-10-12,610.0,613.0,615.0,596.32,3217.0,195672064.0
2020-10-13,616.0,635.02,666.68,604.01,4936.0,315007424.0
2020-10-14,638.33,674.66,681.65,628.0,4001.0,265239376.0
2020-10-15,672.35,672.86,695.76,661.2,3573.0,240833244.0
2020-10-16,666.08,666.01,687.72,661.1,3266.0,220346398.0
2020-10-19,678.65,680.1,704.99,667.01,4614.0,317461936.0
2020-10-20,687.78,678.86,698.98,669.43,3637.0,246895809.0
2020-10-21,684.33,684.6,688.87,663.01,2271.0,153879444.0
2020-10-22,681.22,676.0,698.9,669.5,3200.0,218410161.0
2020-10-23,680.0,600.24,680.0,556.01,10740.0,655674848.0
2020-10-26,603.12,652.96,656.0,590.0,7459.0,470448240.0
2020-10-27,640.07,634.05,684.99,602.37,6918.0,439456704.0
2020-10-28,637.0,664.98,666.98,617.01,4809.0,315064048.0
2020-10-29,647.01,676.65,683.76,646.98,3520.0,237337676.0
2020-10-30,751.0,811.98,811.98,751.0,10000.0,795940912.0
2020-11-02,801.01,849.97,849.97,800.13,8460.0,698425120.0
2020-11-03,846.21,831.99,865.6,816.1,4672.0,390527344.0
2020-11-04,832.0,857.05,866.0,818.0,4667.0,391040080.0
2020-11-05,875.46,867.0,882.0,841.0,3945.0,340713568.0
2020-11-06,859.8,892.0,892.0,847.0,3403.0,295356912.0
2020-11-09,890.0,883.23,933.0,870.13,5078.0,453074816.0
2020-11-10,871.16,868.5,877.7,806.0,5447.0,454759808.0
2020-11-11,873.26,850.41,919.98,842.08,5098.0,448840208.0
2020-11-12,827.36,848.3,885.0,823.01,4351.0,371610176.0
2020-11-13,839.22,867.89,873.0,835.0,2369.0,203132466.0
2020-11-16,860.2,843.02,878.0,841.5,2302.0,197666046.0
2020-11-17,846.0,827.68,855.5,808.89,3515.0,290797504.0
2020-11-18,827.99,779.48,827.99,751.0,6777.0,530760672.0
2020-11-19,792.88,810.18,825.0,760.01,3824.0,306860720.0
2020-11-20,818.0,835.0,848.88,810.08,3897.0,323694720.0
2020-11-23,838.0,799.47,838.0,788.88,4563.0,366314128.0
2020-11-24,800.13,818.0,835.0,790.03,2845.0,231689468.0
2020-11-25,825.33,784.0,825.33,780.95,2825.0,224571567.0
2020-11-26,792.73,784.0,798.18,750.21,3300.0,253905047.0
2020-11-27,782.17,781.86,787.94,763.03,1873.0,146125880.0
2020-11-30,788.18,792.41,809.0,772.97,3755.0,296952432.0
2020-12-01,791.01,860.59,868.0,785.01,4533.0,378953104.0
2020-12-02,860.0,879.97,880.89,843.11,3896.0,337186432.0
2020-12-03,874.17,854.74,883.05,840.0,3502.0,300856544.0
2020-12-04,847.5,888.0,898.0,844.0,2766.0,241551572.0
2020-12-07,888.0,903.51,916.0,880.0,3348.0,300168928.0
2020-12-08,903.5,921.36,930.0,890.0,3772.0,344399264.0
2020-12-09,921.36,923.0,950.0,916.01,4158.0,388007360.0
2020-12-10,929.4,951.98,952.8,911.0,4077.0,384300064.0
2020-12-11,952.0,929.33,988.0,925.0,6446.0,618696336.0
2020-12-14,939.25,976.41,977.93,926.2,3874.0,368535840.0
2020-12-15,973.38,979.22,985.59,964.23,2406.0,234955917.0
2020-12-16,970.1,1018.03,1038.8,970.1,3446.0,347606544.0
2020-12-17,1020.0,1065.0,1073.99,1020.0,3931.0,415870944.0
2020-12-18,1065.0,1018.0,1066.21,1000.99,3934.0,405220800.0
2020-12-21,1020.0,1036.25,1049.87,1000.0,3119.0,319595728.0
2020-12-22,1029.0,1011.49,1043.03,972.11,4170.0,417178720.0
2020-12-23,1004.94,1015.0,1018.6,990.01,2115.0,212331192.0
2020-12-24,1005.0,998.0,1024.97,970.35,3082.0,306489936.0
2020-12-25,1009.0,1032.65,1045.93,986.01,3237.0,330068720.0
2020-12-28,1011.58,990.0,1050.0,978.0,4947.0,493396208.0
2020-12-29,1002.1,994.99,1002.94,968.01,3445.0,339234256.0
2020-12-30,997.97,998.51,1018.05,990.0,3280.0,327842688.0
2020-12-31,993.0,1036.0,1053.0,986.05,4652.0,475403136.0
2021-01-04,1036.0,978.04,1046.0,941.0,7562.0,741539920.0
2021-01-05,970.1,948.0,978.0,942.0,5970.0,571641392.0
2021-01-06,958.0,970.99,977.0,942.59,4139.0,399145136.0
2021-01-07,957.83,987.0,988.0,957.83,5647.0,550172160.0
2021-01-08,980.0,962.0,984.98,933.3,5386.0,517511424.0
2021-01-11,962.01,1034.65,1066.0,962.01,6776.0,695709584.0
2021-01-12,1020.09,1039.72,1050.18,996.88,6306.0,645957968.0
2021-01-13,1066.9,1137.0,1151.01,1060.0,6003.0,673908384.0
2021-01-14,1118.0,1134.8,1188.8,1102.0,5039.0,577697664.0
2021-01-15,1111.96,1137.0,1144.71,1108.0,3474.0,390522464.0
2021-01-18,1138.0,1122.44,1145.0,1085.0,4030.0,447707136.0
2021-01-19,1120.01,1130.0,1157.0,1106.0,3245.0,368160224.0
2021-01-20,1134.41,1134.41,1165.0,1121.59,2660.0,304707792.0
2021-01-21,1141.24,1126.0,1154.96,1112.01,2842.0,321221536.0
2021-01-22,1137.77,1240.0,1248.0,1120.81,5291.0,630932144.0
2021-01-25,1234.0,1205.0,1245.0,1172.0,3985.0,484890544.0
2021-01-26,1224.66,1228.08,1262.62,1190.07,3308.0,405297424.0
2021-01-27,1228.08,1172.02,1239.99,1122.0,4261.0,497608928.0
2021-01-28,1188.38,1220.0,1260.0,1150.0,6292.0,766969088.0
2021-01-29,1250.0,1208.0,1260.0,1169.99,4106.0,495105152.0
2021-02-01,1205.0,1169.0,1227.0,1161.19,3079.0,366060720.0
2021-02-02,1143.05,1210.0,1217.02,1143.05,3492.0,417437664.0
2021-02-03,1210.04,1196.01,1230.01,1175.0,2659.0,320202992.0
2021-02-04,1189.1,1160.5,1200.0,1157.0,2700.0,317360384.0
2021-02-05,1153.15,1111.0,1166.0,1082.82,5864.0,654879088.0
2021-02-08,1100.67,1082.84,1129.29,1078.84,3437.0,376187008.0
2021-02-09,1109.84,1131.11,1152.0,1068.0,7395.0,824500576.0
2021-02-10,1127.15,1150.0,1153.74,1111.41,3555.0,406703776.0
2021-02-18,1150.97,1137.0,1164.9,1115.0,3404.0,389701680.0
2021-02-19,1117.11,1109.99,1126.01,1012.0,7523.0,812762160.0
2021-02-22,1099.97,966.02,1099.97,955.07,14229.0,1419210336.0
2021-02-23,840.0,973.0,1011.0,840.0,9971.0,966037472.0
2021-02-24,977.59,930.0,983.19,920.0,6184.0,584578400.0
2021-02-25,945.98,970.42,999.57,930.28,5209.0,506980128.0
2021-02-26,960.0,988.0,1004.45,919.63,5713.0,554945776.0
2021-03-01,985.23,1006.0,1017.0,972.0,4145.0,413882048.0
2021-03-02,1006.0,1070.0,1089.58,996.0,5100.0,536480832.0
2021-03-03,1070.0,1060.48,1087.94,1036.74,4096.0,434255488.0
2021-03-04,1041.17,1025.0,1048.54,990.0,4326.0,439121968.0
2021-03-05,992.15,1041.5,1050.0,992.15,2958.0,302679872.0
2021-03-08,1031.0,977.6,1056.51,970.0,4252.0,426370224.0
2021-03-09,981.25,971.2,986.65,941.16,2799.0,271649696.0
2021-03-10,989.0,992.49,1030.54,965.03,2757.0,273821776.0
2021-03-11,998.99,978.34,1020.0,976.01,3115.0,310050256.0
2021-03-12,985.57,1015.0,1019.99,971.62,2959.0,297549920.0
2021-03-15,1015.0,963.25,1015.0,920.25,3218.0,313582448.0
2021-03-16,938.0,998.0,1010.0,938.0,2875.0,282555824.0
2021-03-17,984.1,997.89,1011.21,978.02,1911.0,190648144.0
2021-03-18,999.98,999.96,1003.87,981.01,1536.0,153089942.0
2021-03-19,978.04,993.37,1003.0,971.8,1673.0,165441783.0
2021-03-22,972.0,995.6,1018.05,972.0,2820.0,279679120.0
2021-03-23,989.18,982.2,1039.71,980.0,4220.0,426798640.0
2021-03-24,982.11,999.38,1022.0,982.11,2762.0,277981776.0
2021-03-25,1003.78,1010.0,1027.77,982.11,3253.0,328250752.0
2021-03-26,1023.99,1081.73,1107.99,1008.49,5795.0,609628048.0
2021-03-29,1099.0,1160.0,1177.77,1051.87,7189.0,806958928.0
2021-03-30,1162.0,1180.0,1207.81,1138.18,3216.0,379855696.0
2021-03-31,1197.71,1167.0,1199.0,1155.56,3044.0,357122032.0
2021-04-01,1159.96,1143.76,1167.62,1124.0,3264.0,372840288.0
2021-04-02,1133.69,1151.38,1160.0,1121.01,3301.0,376773392.0
2021-04-06,1147.91,1150.01,1156.93,1133.77,2115.0,243158855.0
2021-04-07,1154.99,1153.0,1157.0,1132.01,2441.0,280986864.0
2021-04-08,1154.88,1165.0,1186.0,1144.89,2736.0,318862128.0
2021-04-09,1157.0,1057.0,1174.39,1046.23,6061.0,665797136.0
2021-04-12,1035.0,1090.62,1136.68,1035.0,5476.0,604627248.0
2021-04-13,1090.62,1059.66,1092.0,1045.0,3493.0,371061904.0
2021-04-14,1069.87,1040.31,1069.87,1030.0,2338.0,243622145.0
2021-04-15,1040.36,1004.5,1047.32,990.2,3394.0,345411472.0
2021-04-16,1023.77,1043.5,1074.78,1003.89,2610.0,271054608.0
2021-04-19,1019.21,1067.2,1077.77,1019.21,2659.0,281180400.0
2021-04-20,1067.2,1070.21,1076.7,1047.2,1548.0,164798058.0
2021-04-21,1065.0,1071.61,1088.71,1038.0,2362.0,252003438.0
2021-04-22,1070.0,1137.35,1147.0,1066.71,3368.0,375099344.0
2021-04-23,1137.33,1137.82,1148.0,1114.31,2047.0,232501521.0
2021-04-26,1173.73,1278.0,1297.99,1146.02,6415.0,792179264.0
2021-04-27,1263.0,1249.99,1263.0,1212.8,4284.0,531529184.0
2021-04-28,1281.25,1276.37,1295.61,1252.31,2992.0,383092416.0
2021-04-29,1284.55,1386.2,1402.01,1281.24,5079.0,688886640.0
2021-04-30,1333.0,1410.0,1438.3,1333.0,7119.0,1002143888.0
2021-05-06,1437.77,1336.0,1437.77,1294.01,4804.0,640353696.0
2021-05-07,1345.0,1248.0,1345.0,1248.0,3171.0,407494608.0
2021-05-10,1243.76,1206.69,1266.87,1192.6,4822.0,590377648.0
2021-05-11,1228.69,1193.2,1228.69,1168.23,2461.0,293308528.0
2021-05-12,1183.01,1236.35,1273.98,1183.01,3843.0,478645248.0
2021-05-13,1223.99,1218.7,1240.06,1189.66,2459.0,298519296.0
2021-05-14,1218.7,1261.99,1268.79,1212.01,3859.0,481158304.0
2021-05-17,1252.0,1342.0,1398.0,1249.9,5375.0,725323616.0
2021-05-18,1342.99,1278.34,1348.79,1275.01,4328.0,561150976.0
2021-05-19,1278.34,1290.0,1311.8,1270.46,2016.0,260059485.0
2021-05-20,1260.2,1274.0,1325.0,1260.2,2854.0,368532848.0
2021-05-21,1280.0,1256.52,1303.99,1253.0,1916.0,244628075.0
2021-05-24,1244.93,1201.5,1259.46,1195.0,3366.0,409554720.0
2021-05-25,1206.08,1295.99,1305.0,1198.31,5446.0,686345520.0
2021-05-26,1294.51,1275.1,1335.0,1254.99,4059.0,521673376.0
2021-05-27,1281.45,1341.0,1367.01,1275.22,5963.0,795084256.0
2021-05-28,1340.0,1301.0,1398.0,1300.0,5460.0,733749424.0
2021-05-31,1328.0,1334.0,1359.97,1282.23,4789.0,635837568.0
2021-06-01,1334.0,1301.0,1347.78,1280.0,5355.0,696771296.0
2021-06-02,1330.3,1249.3,1334.98,1239.02,4366.0,555291920.0
2021-06-03,1249.3,1218.14,1259.01,1191.28,5599.0,687445440.0
2021-06-04,1220.0,1202.0,1244.68,1181.05,5386.0,651867968.0
2021-06-07,1208.34,1194.0,1218.0,1171.51,4558.0,541582688.0
2021-06-08,1195.0,1206.1,1225.85,1187.81,4310.0,521892160.0
2021-06-09,1219.97,1274.0,1279.7,1191.58,5747.0,721639600.0
2021-06-10,1280.01,1326.89,1328.89,1267.21,4707.0,614786816.0
2021-06-11,1325.0,1422.89,1474.89,1321.0,8803.0,1247090848.0
2021-06-15,1453.89,1441.02,1480.0,1420.0,6027.0,875344512.0
2021-06-16,1478.83,1393.0,1478.83,1382.0,3605.0,509990416.0
2021-06-17,1415.0,1436.15,1462.05,1380.08,3379.0,480286032.0
2021-06-18,1388.88,1422.94,1452.68,1358.03,4932.0,700699216.0
2021-06-21,1418.0,1488.99,1494.99,1370.0,6168.0,896114096.0
2021-06-22,1489.0,1449.0,1489.0,1392.63,7394.0,1060023744.0
2021-06-23,1446.0,1254.11,1447.0,1248.0,13648.0,1788895968.0
2021-06-24,1250.0,1222.99,1250.0,1188.0,10237.0,1243092528.0
2021-06-25,1210.0,1279.0,1290.78,1185.2,8772.0,1075674080.0
2021-06-28,1276.32,1200.0,1276.32,1181.13,9309.0,1140983232.0
2021-06-29,1192.68,1221.0,1255.0,1185.0,8824.0,1077222944.0
2021-06-30,1228.77,1261.0,1274.0,1200.37,4531.0,567604640.0
2021-07-01,1267.0,1242.68,1277.48,1200.77,4790.0,591774816.0
2021-07-02,1231.53,1200.92,1235.0,1175.0,5926.0,712651552.0
2021-07-05,1210.99,1124.95,1210.99,1111.0,10301.0,1176257056.0
2021-07-06,1130.45,1154.0,1156.0,1124.2,5480.0,626709792.0
2021-07-07,1146.08,1113.28,1165.0,1113.01,7873.0,887973504.0
2021-07-08,1119.57,1172.9,1188.0,1119.57,6600.0,766870576.0
2021-07-09,1172.9,1103.0,1179.91,1090.0,8081.0,901412560.0
2021-07-12,1108.0,1073.0,1108.83,1065.11,8589.0,930077392.0
2021-07-13,1077.44,1076.14,1087.77,1042.0,6700.0,712049344.0
2021-07-14,1055.04,1068.71,1110.0,1037.1,4699.0,503438944.0
2021-07-15,1056.0,1093.6,1105.0,1053.0,6776.0,732772016.0
2021-07-16,1088.99,1030.0,1088.99,1001.0,8733.0,899525424.0
2021-07-19,1030.0,1026.0,1067.9,1012.42,5533.0,575497760.0
2021-07-20,1049.0,1066.22,1085.01,1016.61,5255.0,554672240.0
2021-07-21,1065.98,1160.0,1160.88,1065.98,8398.0,951866976.0
2021-07-22,1153.04,1136.05,1175.0,1133.72,4717.0,543515040.0
2021-07-23,1150.99,1117.0,1150.99,1055.0,6049.0,660901904.0
2021-07-26,1125.0,1090.0,1125.0,1063.88,3429.0,374155376.0
2021-07-27,1092.41,1011.5,1098.99,998.27,7768.0,796589456.0
2021-07-28,1007.92,1014.25,1026.36,980.0,3521.0,355872816.0
2021-07-29,1016.09,1065.0,1080.0,1016.09,3834.0,407161136.0
2021-07-30,1073.52,1055.0,1080.0,1020.0,3842.0,403976160.0
2021-08-02,1046.72,1077.0,1096.97,997.37,4473.0,467790464.0
2021-08-03,1075.0,1122.42,1140.01,1040.0,5270.0,585445968.0
2021-08-04,1122.8,1166.26,1211.88,1122.8,7157.0,845064256.0
2021-08-05,1184.98,1188.64,1208.0,1140.0,5287.0,625846352.0
2021-08-06,1188.63,1145.9,1194.47,1143.01,3394.0,394981232.0
2021-08-09,1150.66,1199.0,1226.99,1106.08,5610.0,668702240.0
2021-08-10,1212.33,1229.7,1253.0,1188.98,4106.0,504375552.0
2021-08-11,1234.0,1213.85,1236.88,1196.01,2729.0,330867072.0
2021-08-12,1215.0,1177.59,1226.0,1166.0,2506.0,299221680.0
2021-08-13,1181.58,1161.55,1188.0,1133.35,3192.0,370692880.0
2021-08-16,1172.92,1271.0,1273.0,1140.0,5293.0,655391600.0
2021-08-17,1252.22,1280.87,1308.0,1245.0,6001.0,770154032.0
2021-08-18,1280.0,1275.13,1300.0,1251.0,3358.0,427795040.0
2021-08-19,1256.78,1282.38,1293.89,1214.99,3447.0,433671552.0
2021-08-20,1277.62,1250.0,1287.55,1210.0,3075.0,381937712.0
2021-08-23,1262.38,1337.48,1383.33,1262.38,5518.0,732785040.0
2021-08-24,1355.0,1293.0,1355.0,1291.0,4589.0,599104576.0
2021-08-25,1282.0,1215.0,1298.88,1180.0,8775.0,1063024544.0
2021-08-26,1214.99,1216.0,1239.0,1192.06,3989.0,486262416.0
2021-08-27,1221.12,1192.41,1275.02,1173.95,5048.0,615579248.0
2021-08-30,1201.43,1119.99,1207.0,1080.0,10193.0,1144320480.0
2021-08-31,1100.99,910.0,1100.99,895.99,21287.0,2004706880.0
2021-09-01,914.14,946.88,957.98,850.01,11616.0,1058139632.0
2021-09-02,920.0,895.0,931.99,875.0,9318.0,831854336.0
2021-09-03,895.0,895.0,896.2,860.0,5206.0,457869760.0
2021-09-06,882.0,905.61,922.96,877.19,4179.0,376067840.0
2021-09-07,905.69,908.68,909.51,851.55,7410.0,650587824.0
2021-09-08,905.65,853.2,905.65,830.2,8189.0,702491616.0
2021-09-09,850.02,833.0,864.9,816.14,6722.0,561229888.0
2021-09-10,830.0,821.68,835.57,803.02,6140.0,502735472.0
2021-09-13,825.0,785.0,825.0,770.03,8148.0,644592912.0
2021-09-14,790.0,791.2,823.38,778.86,6205.0,497904384.0
2021-09-15,799.0,760.01,799.0,749.99,7296.0,554501696.0
2021-09-16,757.03,753.3,783.03,750.02,8116.0,619633488.0
2021-09-17,742.0,737.0,759.21,725.4,5935.0,438437920.0
2021-09-22,725.0,716.06,736.0,702.22,7430.0,531776480.0
2021-09-23,716.61,732.0,737.66,712.47,7001.0,507873808.0
2021-09-24,720.6,755.0,764.99,720.6,7701.0,577642256.0
2021-09-27,759.0,739.8,767.16,717.0,7991.0,591511344.0
2021-09-28,739.9,725.0,747.77,718.22,4401.0,320590384.0
2021-09-29,728.23,719.49,736.0,716.63,3668.0,266158703.0
2021-09-30,722.21,706.93,724.0,694.0,5545.0,392264224.0
2021-10-08,709.8,730.86,755.88,709.16,6576.0,484049872.0
2021-10-11,724.0,704.0,735.57,700.0,4612.0,327564656.0
2021-10-12,703.17,681.6,708.0,675.89,5586.0,384771392.0
2021-10-13,683.0,732.0,734.0,683.0,5646.0,406518800.0
2021-10-14,732.0,779.59,783.9,719.86,7007.0,534776080.0
2021-10-15,793.52,773.83,808.85,747.0,7946.0,616061776.0
2021-10-18,775.01,742.32,775.01,732.0,5557.0,414652832.0
2021-10-19,747.9,821.0,823.0,739.98,9026.0,725102752.0
2021-10-20,805.01,844.1,849.8,805.01,7997.0,666635248.0
2021-10-21,849.9,893.5,899.0,832.28,8431.0,742546752.0
2021-10-22,893.6,904.97,917.68,857.54,4812.0,426435760.0
2021-10-25,886.49,900.0,903.0,875.99,3490.0,310547040.0
2021-10-26,855.0,868.0,913.73,820.0,7933.0,687025648.0
2021-10-27,875.0,870.02,895.87,848.63,3001.0,260325625.0
2021-10-28,864.88,880.02,888.0,847.03,3005.0,263122512.0
2021-10-29,871.55,900.0,909.69,860.3,3531.0,315960192.0
2021-11-01,900.0,977.99,989.99,879.12,8912.0,854396064.0
2021-11-02,980.0,1004.0,1019.8,959.8,6849.0,687289552.0
2021-11-03,1007.77,976.0,1030.0,966.06,3057.0,301882864.0
2021-11-04,979.61,970.0,990.61,935.87,2614.0,250595671.0
2021-11-05,951.3,938.0,970.07,919.0,3243.0,305332512.0
2021-11-08,912.03,908.0,934.4,894.48,4555.0,413230592.0
2021-11-09,889.84,909.8,921.06,880.02,3372.0,306266608.0
2021-11-10,894.0,912.0,918.58,860.0,6046.0,537667056.0
2021-11-11,910.12,928.0,930.0,888.0,3036.0,278083296.0
2021-11-12,936.0,867.5,954.96,867.0,4962.0,445244656.0
2021-11-15,852.0,861.99,882.03,829.56,7006.0,597757520.0
2021-11-16,858.81,881.0,903.96,853.73,5013.0,444003824.0
2021-11-17,860.77,888.0,910.99,860.77,3938.0,351849920.0
2021-11-18,882.91,855.07,895.0,854.03,3732.0,324182208.0
2021-11-19,855.07,882.0,888.0,850.0,3905.0,342858416.0
2021-11-22,877.42,860.0,887.0,852.0,3865.0,333985840.0
2021-11-23,848.49,856.05,875.0,844.28,3522.0,302286544.0
2021-11-24,861.94,891.01,898.75,851.04,5470.0,478409328.0
2021-11-25,890.0,886.4,917.0,880.58,4644.0,415103424.0
2021-11-26,880.45,848.01,887.37,846.2,4735.0,408919232.0
2021-11-29,839.0,807.51,853.13,792.47,12477.0,1014000240.0
2021-11-30,816.21,811.91,835.68,798.18,6234.0,509449056.0
2021-12-01,802.01,756.0,807.48,749.5,9977.0,765317136.0
2021-12-02,756.0,739.0,762.0,735.01,5193.0,386370480.0
2021-12-03,743.27,735.0,747.85,718.78,5845.0,428014176.0
2021-12-06,733.64,734.7,749.4,727.08,4440.0,328210944.0
2021-12-07,748.91,760.0,775.0,734.69,7177.0,543239824.0
2021-12-08,770.0,811.56,818.18,761.0,9072.0,728019952.0
2021-12-09,814.77,827.5,834.97,802.0,7261.0,595976848.0
2021-12-10,818.0,816.98,827.59,793.28,7155.0,577337760.0
2021-12-13,808.01,812.98,844.55,802.28,6097.0,499581264.0
2021-12-14,817.8,794.69,817.8,785.0,5589.0,443973072.0
2021-12-15,797.31,810.0,818.0,785.01,4457.0,360232272.0
2021-12-16,820.0,813.58,823.86,792.5,3458.0,279983648.0
2021-12-17,819.88,813.92,834.69,795.12,4309.0,353217952.0
2021-12-20,803.64,772.55,818.0,772.0,3350.0,263755883.0
2021-12-21,753.92,810.56,815.99,753.92,3991.0,320170400.0
2021-12-22,811.47,788.17,815.0,781.54,2872.0,227320042.0
2021-12-23,784.98,775.01,804.97,770.0,3689.0,287617152.0
2021-12-24,778.75,783.12,785.0,766.89,2178.0,168867154.0
2021-12-27,798.0,783.0,798.0,760.68,2711.0,209442242.0
2021-12-28,774.72,776.8,782.0,750.13,4013.0,307692848.0
2021-12-29,777.36,775.0,793.0,761.0,4579.0,353985760.0
2021-12-30,777.0,803.21,818.0,776.0,6390.0,509472288.0
2021-12-31,804.0,813.0,825.0,795.03,4592.0,371184240.0
2022-01-04,813.88,764.0,815.0,754.0,5962.0,458739552.0
2022-01-05,764.49,815.26,836.23,760.01,8132.0,653405824.0
2022-01-06,816.0,828.0,847.97,805.51,6872.0,568058288.0
2022-01-07,819.4,848.33,869.79,813.02,6808.0,578425648.0
2022-01-10,848.0,890.05,898.0,820.03,7711.0,675022912.0
2022-01-11,885.2,867.3,918.5,863.03,6950.0,618644496.0
2022-01-12,866.22,873.0,886.9,854.41,4188.0,367166880.0
2022-01-13,873.0,849.68,875.03,845.75,3723.0,319761872.0
2022-01-14,830.1,836.66,849.97,822.95,2978.0,249405789.0
2022-01-17,840.0,933.99,936.88,837.01,6443.0,585289424.0
2022-01-18,933.99,908.55,936.69,893.7,4066.0,370847872.0
2022-01-19,905.68,906.59,935.0,895.5,2819.0,257991018.0
2022-01-20,906.59,910.0,930.09,895.0,3502.0,320812800.0
2022-01-21,903.95,909.82,915.0,877.0,2797.0,251094751.0
2022-01-24,901.0,886.01,919.99,865.11,3569.0,316320896.0
2022-01-25,852.3,879.0,894.0,852.3,2728.0,240405473.0
2022-01-26,879.56,877.0,893.19,858.02,2274.0,198040653.0
2022-01-27,878.0,852.0,878.0,843.61,2331.0,200637334.0
2022-01-28,845.52,886.5,899.0,845.52,3228.0,286050256.0
2022-02-07,902.0,865.54,907.19,856.0,2520.0,220450401.0
2022-02-08,856.81,810.01,870.79,800.0,4975.0,410347968.0
2022-02-09,811.27,818.2,832.0,801.4,4225.0,343728800.0
2022-02-10,817.95,781.9,817.97,763.0,6036.0,469921120.0
2022-02-11,779.68,810.0,810.77,778.31,4125.0,329746480.0
2022-02-14,803.5,817.0,828.88,782.0,2453.0,200628385.0
2022-02-15,828.0,829.69,841.93,803.5,2290.0,188478201.0
2022-02-16,837.0,789.01,837.0,789.0,4090.0,327506016.0
2022-02-17,789.5,788.65,804.0,778.01,3448.0,272530160.0
2022-02-18,782.0,771.08,788.7,750.01,4898.0,374846288.0
2022-02-21,760.0,742.49,763.7,740.0,3908.0,292944000.0
2022-02-22,742.0,707.38,742.0,690.98,7654.0,539052848.0
2022-02-23,707.38,716.63,722.18,696.0,5737.0,406871472.0
2022-02-24,710.3,671.75,710.3,663.81,9053.0,615468592.0
2022-02-25,638.17,649.0,664.99,583.0,20334.0,1275715728.0
2022-02-28,637.0,633.9,639.48,622.03,6449.0,406896144.0
2022-03-01,623.7,617.89,633.97,608.0,6147.0,378782256.0
2022-03-02,617.01,613.31,623.26,604.5,5275.0,324506064.0
2022-03-03,613.31,592.99,616.86,579.72,13950.0,823550528.0
2022-03-04,581.72,596.59,605.0,579.0,5746.0,341904400.0
2022-03-07,599.98,564.5,599.99,552.32,8526.0,481493264.0
