date,open,high,low,close,volume,amount
2019-07-22,85.05,136.74,57.53,95.99,11815463.0,1663379500.0
2019-07-23,80.35,96.36,80.35,88.93,6266484.0,921436400.0
2019-07-24,89.21,94.78,86.05,94.01,5116062.0,769162899.9999999
2019-07-25,94.11,101.76,92.09,96.51,5625230.0,897317300.0
2019-07-26,95.07,95.07,86.39,87.5,3974635.0,597075400.0
2019-07-29,89.61,95.11,88.4,93.08,3663184.0,560176800.0
2019-07-30,92.97,113.23,91.43,109.56,6808210.0,1115519900.0
2019-07-31,104.62,108.52,101.98,107.29,5478781.0,948545500.0
2019-08-01,104.51,113.9,103.25,111.68,5356935.0,956282500.0
2019-08-02,107.99,123.52,107.87,113.75,7253345.0,1352160900.0
2019-08-05,112.58,115.92,103.84,114.01,4957536.0,904795000.0
2019-08-06,111.82,118.74,104.51,104.51,5978572.0,1102815500.0
2019-08-07,107.19,108.2,97.13,102.16,3674872.0,615929200.0
2019-08-08,102.5,106.25,99.68,99.74,3049628.0,515052600.0
2019-08-09,101.22,105.09,98.33,99.62,2917556.0,487711200.0
2019-08-12,99.56,100.48,90.13,93.1,3276636.0,507452100.0
2019-08-13,91.76,94.17,90.2,93.97,2031067.0,311684000.0
2019-08-14,95.02,97.66,93.77,95.23,2049227.0,323566000.0
2019-08-15,93.44,97.69,92.43,96.39,1916684.0,303825100.0
2019-08-16,95.78,97.52,93.79,95.29,1771065.0,279641400.0
2019-08-19,95.11,96.02,91.55,95.14,1901120.0,294904300.0
2019-08-20,95.12,95.5,93.57,93.64,1245549.0,194361500.0
2019-08-21,93.64,94.04,87.09,87.36,2176855.0,323738100.0
2019-08-22,87.39,88.15,85.16,85.2,1315677.0,188962200.0
2019-08-23,85.35,86.01,80.58,81.27,1897451.0,263914600.0
2019-08-26,80.52,87.03,80.52,86.08,2258574.0,318182700.0
2019-08-27,86.39,86.39,84.14,85.78,1339316.0,190641500.0
2019-08-28,85.69,88.13,84.9,84.9,1464203.0,211374100.0
2019-08-29,83.07,85.44,82.56,84.11,1165243.0,163476600.0
2019-08-30,84.34,90.15,83.57,88.56,2654246.0,386097300.00000006
2019-09-02,88.4,89.05,86.78,88.72,1358094.0,198812500.0
2019-09-03,88.74,97.68,87.85,96.46,3291379.0,513453200.0
2019-09-04,95.74,96.3,92.8,93.33,1726512.0,268728600.0
2019-09-05,93.68,95.41,92.78,93.12,1438371.0,223211300.0
2019-09-06,93.54,94.43,89.74,89.75,1439469.0,219034900.00000003
2019-09-09,89.76,91.19,88.65,90.03,1072510.0,160210100.0
2019-09-10,89.97,92.7,89.95,90.31,935060.0,141144400.0
2019-09-11,90.01,92.43,88.17,88.17,921153.0,136439400.0
2019-09-12,88.94,88.94,85.06,85.48,1089793.0,157016600.0
2019-09-16,85.05,86.98,84.58,86.6,690454.0,99429300.0
2019-09-17,86.66,90.27,86.66,87.39,1232217.0,181401900.0
2019-09-18,85.92,87.65,83.03,83.23,1377105.0,193637400.00000003
2019-09-19,83.35,85.64,82.6,84.11,783435.0,110464700.0
2019-09-20,83.58,84.71,83.3,84.1,564244.0,79211300.0
2019-09-23,84.04,84.71,83.25,83.98,466375.0,65341300.0
2019-09-24,84.56,88.3,83.84,87.1,1523135.0,220276699.99999997
2019-09-25,87.06,88.31,85.05,85.11,742154.0,106527500.0
2019-09-26,85.78,85.99,80.6,80.62,1072788.0,147551900.0
2019-09-27,81.69,82.83,80.7,81.62,536527.0,73565200.0
2019-09-30,81.62,81.68,75.65,77.18,926539.0,121587400.0
2019-10-08,77.08,77.53,76.05,76.24,375711.0,48720100.0
2019-10-09,76.91,77.58,75.85,77.3,346899.0,45132000.0
2019-10-10,77.99,82.23,76.72,80.94,968123.0,131205400.00000001
2019-10-11,80.33,82.29,79.95,80.25,611859.0,83103500.0
2019-10-14,80.36,83.28,79.88,82.28,736818.0,101124700.0
2019-10-15,81.69,82.69,81.1,82.2,558689.0,76858600.0
2019-10-16,82.16,82.23,79.66,79.66,774192.0,105056299.99999999
2019-10-17,79.38,82.89,78.58,82.7,1160229.0,158748900.0
2019-10-18,82.03,90.65,81.84,88.07,2635249.0,386172100.0
2019-10-21,87.73,90.41,85.27,90.08,1667211.0,243857599.99999997
2019-10-22,89.74,90.41,86.39,88.17,1395358.0,205592900.0
2019-10-23,87.53,91.96,84.84,89.81,2041309.0,300214500.0
2019-10-24,88.54,90.34,85.23,85.39,1369896.0,199717800.0
2019-10-25,85.05,85.64,81.81,81.81,895780.0,124861299.99999999
2019-10-28,82.37,85.68,81.23,84.29,994809.0,139511400.0
2019-10-29,84.15,86.19,83.37,84.21,951635.0,134992400.0
2019-10-30,83.37,85.88,81.7,81.99,809484.0,113864400.0
2019-10-31,81.69,81.7,76.46,76.99,1327524.0,176157400.00000003
2019-11-01,76.25,79.14,76.09,78.13,522023.0,68676900.0
2019-11-04,78.49,82.52,78.49,82.43,1133145.0,154801300.0
2019-11-05,82.94,82.94,80.79,81.21,621196.0,85000000.0
2019-11-06,81.04,84.83,80.35,82.9,890307.0,123543400.0
2019-11-07,83.03,83.89,81.9,83.03,511643.0,71027000.0
2019-11-08,83.11,85.58,82.52,83.6,708830.0,99838900.0
2019-11-11,83.03,83.11,77.92,78.01,843186.0,112836600.0
2019-11-12,78.05,80.68,78.0,79.21,464870.0,62095600.00000001
2019-11-13,79.86,80.68,78.36,79.41,496977.0,66598200.0
2019-11-14,80.09,83.37,79.11,82.63,1007833.0,138613400.0
2019-11-15,82.36,84.24,81.9,82.69,672496.0,93767099.99999999
2019-11-18,83.32,86.02,82.09,84.11,818220.0,115664800.0
2019-11-19,84.57,86.72,83.71,86.19,908683.0,129905900.0
2019-11-20,86.66,86.66,83.77,84.21,727754.0,103305500.0
2019-11-21,84.24,87.73,83.71,85.3,943958.0,135646300.0
2019-11-22,84.73,85.93,79.68,81.13,1045553.0,144194500.0
2019-11-25,81.02,81.02,77.84,78.63,627722.0,83377300.0
2019-11-26,78.87,79.67,78.19,78.82,290368.0,38558700.0
2019-11-27,78.57,79.67,78.33,79.35,249762.0,33266500.0
2019-11-28,79.35,81.19,79.35,80.07,312710.0,42202900.0
2019-11-29,80.01,80.27,77.37,77.69,500539.0,65958600.0
2019-12-02,77.7,78.69,77.11,77.2,337947.0,44326899.99999999
2019-12-03,76.99,77.55,74.9,76.32,489584.0,62908500.0
2019-12-04,75.52,77.07,75.18,76.69,370631.0,47874200.0
2019-12-05,76.82,78.33,75.7,77.66,515407.0,67058700.0
2019-12-06,78.32,79.31,77.53,78.52,502957.0,66542600.0
2019-12-09,79.0,80.27,78.37,79.92,473774.0,63524000.0
2019-12-10,80.01,85.37,79.42,82.8,1214407.0,169001900.0
2019-12-11,82.6,83.77,80.78,81.07,524608.0,71871400.0
2019-12-12,81.91,82.5,80.52,80.72,379010.0,51842700.00000001
2019-12-13,80.88,81.49,79.51,80.4,494053.0,66509900.0
2019-12-16,80.75,82.08,80.62,81.82,380570.0,52084799.99999999
2019-12-17,82.03,82.82,81.49,82.74,616279.0,84991400.0
2019-12-18,83.03,85.78,82.76,84.05,965424.0,136483700.0
2019-12-19,84.78,84.82,82.84,83.84,483347.0,67644600.0
2019-12-20,83.39,85.57,83.37,84.84,576174.0,81493100.0
2019-12-23,84.78,87.04,83.44,84.95,839269.0,119965200.0
2019-12-24,84.83,86.65,83.7,85.37,561065.0,79875100.0
2019-12-25,83.84,86.96,83.84,86.76,682052.0,98186200.00000001
2019-12-26,86.64,87.73,85.77,86.39,554198.0,80060300.0
2019-12-27,87.06,90.4,87.06,87.06,1080401.0,159466800.0
2019-12-30,86.99,87.06,83.52,87.05,557491.0,79654600.0
2019-12-31,86.72,89.71,86.53,88.37,467700.0,69087500.0
2020-01-02,89.07,89.39,87.76,88.86,419683.0,61846500.0
2020-01-03,89.53,89.53,85.96,86.53,643495.0,93489700.0
2020-01-06,86.04,87.33,85.38,85.64,553292.0,79406500.0
2020-01-07,86.23,86.44,85.44,86.32,413917.0,59359100.0
2020-01-08,85.78,86.27,85.11,85.46,510405.0,72965000.0
2020-01-09,86.29,89.74,85.8,89.21,1012377.0,148972200.0
2020-01-10,88.48,90.33,88.48,89.22,510833.0,75824900.0
2020-01-13,89.01,92.86,88.22,92.07,797467.0,120046299.99999999
2020-01-14,92.13,96.19,91.02,94.27,1039576.0,160831600.0
2020-01-15,93.76,100.48,93.01,97.88,1375035.0,220546900.0
2020-01-16,97.8,99.78,96.12,97.57,861517.0,139177900.0
2020-01-17,99.14,105.66,97.79,102.55,1096586.0,183758100.0
2020-01-20,100.48,105.44,100.48,102.1,1190914.0,202059500.0
2020-01-21,103.09,106.84,101.17,102.85,948069.0,162272200.0
2020-01-22,101.6,103.92,92.44,102.03,1423469.0,232329500.0
