date,open,high,low,close,volume,amount
2019-07-22,36.83,59.65,26.32,47.84,9976814.0,1582280900.0
2019-07-23,38.83,48.39,37.8,43.52,6036318.0,1063293000.0
2019-07-24,43.96,46.05,41.33,44.58,4997399.0,898643000.0
2019-07-25,43.83,49.04,43.09,49.04,5921301.0,1115617800.0
2019-07-26,46.58,47.56,42.58,42.89,4003606.0,740648800.0
2019-07-29,43.02,45.48,42.71,44.46,3150572.0,575056700.0
2019-07-30,44.8,47.84,43.89,46.34,4303888.0,822199800.0
2019-07-31,46.33,47.58,45.6,47.29,3715031.0,711507100.0000001
2019-08-01,47.71,49.98,47.16,49.46,5188034.0,1030753700.0
2019-08-02,47.82,55.34,47.34,50.89,6628306.0,1378756099.9999998
2019-08-05,50.09,51.46,47.34,50.96,4317634.0,886124299.9999999
2019-08-06,50.04,53.01,43.58,45.28,4912800.0,1009288500.0
2019-08-07,45.87,46.71,42.66,44.58,3216684.0,588082500.0
2019-08-08,44.33,44.8,42.67,42.75,2167405.0,388669500.0
2019-08-09,43.2,43.29,40.32,40.42,2642792.0,454092200.0
2019-08-12,40.82,40.92,38.55,39.7,1913534.0,311544900.0
2019-08-13,39.33,41.58,39.29,41.33,2114814.0,351588600.0
2019-08-14,41.36,43.0,41.21,42.13,2246612.0,387715700.0
2019-08-15,40.85,41.83,40.58,41.54,1320864.0,224412900.0
2019-08-16,41.58,41.96,40.89,41.1,1384072.0,236138600.0
2019-08-19,41.08,41.1,39.3,40.55,1637258.0,270473400.0
2019-08-20,40.56,41.33,40.22,40.65,1673733.0,280895500.0
2019-08-21,40.33,40.69,37.74,37.78,1896943.0,303635000.0
2019-08-22,37.78,38.28,36.65,36.9,1067939.0,164526600.0
2019-08-23,37.21,37.29,33.82,34.27,2183135.0,318376700.0
2019-08-26,34.15,35.04,33.87,34.33,1023505.0,145759100.0
2019-08-27,34.95,36.52,34.62,35.88,2001665.0,296351300.0
2019-08-28,35.32,35.47,34.45,34.56,1222333.0,176508200.0
