date,open,high,low,close,volume,amount
2019-07-22,58.07,59.25,28.97,49.17,41500370.0,1895110900.0
2019-07-23,39.13,46.47,38.98,42.86,16246441.0,721188100.0
2019-07-24,42.87,45.94,42.87,45.69,15037043.0,688141100.0
2019-07-25,46.97,50.29,46.59,48.04,19287488.0,951617800.0
2019-07-26,47.17,47.17,44.02,44.2,12340658.0,574375000.0
2019-07-29,44.94,49.17,44.75,49.17,15455151.0,746167800.0
2019-07-30,49.67,50.72,47.63,49.38,17942122.0,906197400.0
2019-07-31,49.77,51.85,48.79,50.9,15872475.0,818353000.0
2019-08-01,51.47,56.67,51.0,56.57,22384236.0,1232565000.0
2019-08-02,60.97,68.09,59.85,68.09,29420620.0,1954908800.0
2019-08-05,71.97,74.22,66.47,71.12,27739479.0,1998096600.0
2019-08-06,66.97,73.53,58.74,61.95,28111063.0,1963118200.0
2019-08-07,63.97,64.97,59.77,64.47,16748959.0,1066546200.0
2019-08-08,64.97,69.47,62.15,62.47,18205137.0,1227321300.0
2019-08-09,62.74,62.97,57.85,58.48,14516814.0,886536100.0
2019-08-12,58.47,58.99,52.95,55.47,12398359.0,706486300.0
2019-08-13,54.97,57.47,54.27,57.43,11565889.0,659305100.0
2019-08-14,58.85,59.15,56.98,57.56,10698291.0,634134700.0
2019-08-15,55.37,58.58,54.99,58.04,8695849.0,505322800.0
2019-08-16,58.55,59.19,57.03,57.81,9320979.0,553447400.0
2019-08-19,57.91,59.1,55.98,58.67,10011671.0,586982900.0
2019-08-20,58.2,58.63,56.72,56.74,7203429.0,422862300.00000006
2019-08-21,56.33,56.52,50.97,51.24,12240644.0,663997400.0
2019-08-22,51.24,52.13,49.32,50.12,6606231.0,341418800.0
2019-08-23,50.4,50.85,44.53,46.73,10476325.0,512978700.0
2019-08-26,46.12,47.97,46.12,47.43,5737876.0,276448600.0
2019-08-27,47.74,48.21,46.37,47.92,5319330.0,257608700.0
2019-08-28,47.65,48.57,46.34,46.42,5837428.0,282859800.0
2019-08-29,46.08,47.53,44.25,47.08,7592065.0,355613800.0
2019-08-30,47.29,48.67,46.62,47.66,7600253.0,370959900.0
2019-09-02,48.52,48.85,47.47,48.4,5466231.0,269815200.0
2019-09-03,48.18,53.59,47.67,52.35,11166886.0,583945300.0
2019-09-04,52.27,54.17,50.68,51.09,8590130.0,459446300.0
2019-09-05,52.02,53.17,51.35,52.51,7811049.0,417481400.0
2019-09-06,51.87,52.75,49.5,49.66,7172819.0,373271100.0
2019-09-09,50.41,50.72,49.3,50.19,4694309.0,239368100.0
2019-09-10,50.18,51.87,50.07,50.86,5291779.0,275350100.0
2019-09-11,50.47,51.64,49.98,51.22,4934111.0,256880900.0
2019-09-12,51.17,51.35,48.33,48.98,6389002.0,321539500.0
2019-09-16,49.02,49.52,48.42,48.85,3001088.0,149711100.0
2019-09-17,48.49,49.04,46.98,47.06,3152363.0,154215200.0
2019-09-18,47.73,47.73,45.27,46.0,3783218.0,177913800.0
2019-09-19,45.92,47.93,45.57,46.83,3802561.0,182677300.0
2019-09-20,46.58,47.26,46.26,46.88,2334833.0,111623500.0
2019-09-23,46.66,46.96,45.85,46.14,2519499.0,119139500.0
2019-09-24,46.14,48.21,45.97,48.05,5593885.0,272245400.0
