timestamps,open,high,low,close,volume,amount
2019-07-22,25.51,43.08,16.85,35.5,33110160.0,1358249400.0
2019-07-23,26.22,32.46,25.51,29.22,18776347.0,876021400.0
2019-07-24,29.76,31.58,28.39,31.16,16209644.0,773622800.0
2019-07-25,32.21,34.3,30.51,32.79,18983293.0,965159600.0
2019-07-26,31.44,31.82,29.44,29.51,11563650.0,554644700.0
2019-07-29,30.26,33.21,30.15,32.74,14792592.0,736573500.0
2019-07-30,32.78,35.51,31.05,33.76,17207720.0,893330399.9999999
2019-07-31,34.4,35.65,32.68,35.04,15744827.0,843244299.9999999
2019-08-01,34.79,39.49,34.24,39.14,19009800.0,1078009000.0
2019-08-02,37.58,45.28,37.28,41.22,21514549.0,1347769100.0
2019-08-05,41.15,43.91,38.06,43.22,17085778.0,1087729000.0
2019-08-06,41.99,46.22,36.58,38.79,19847192.0,1309335200.0
2019-08-07,39.83,40.71,36.89,40.45,12898710.0,773750200.0
2019-08-08,39.79,40.93,36.64,36.88,9904719.0,587586700.0
2019-08-09,36.86,37.41,34.36,34.6,9265847.0,508923500.0
2019-08-12,34.59,34.89,31.72,32.79,8346915.0,429802800.0
2019-08-13,32.97,34.47,32.65,34.47,7650646.0,401291400.0
2019-08-14,35.26,36.42,34.73,35.91,8697422.0,479867400.0
2019-08-15,34.88,37.64,34.81,37.54,10709823.0,609805000.0
2019-08-16,37.61,37.61,35.89,36.46,8902209.0,505421900.0
2019-08-19,36.12,36.61,34.8,36.06,6589409.0,364534100.00000006
2019-08-20,35.64,36.64,35.61,35.94,4629198.0,258610500.0
2019-08-21,35.97,36.19,32.4,32.55,8174159.0,427054200.0
2019-08-22,32.65,32.86,31.39,31.52,5157256.0,258680900.0
2019-08-23,31.91,32.11,28.3,29.51,7961851.0,379201100.0
2019-08-26,29.49,30.47,29.49,30.04,4292320.0,202888800.0
2019-08-27,30.04,30.89,29.16,30.76,5245392.0,248712800.0
2019-08-28,30.54,31.11,29.94,30.01,4135270.0,198610900.0
2019-08-29,29.65,29.99,28.48,29.42,5083629.0,234449100.0
2019-08-30,29.59,29.94,29.01,29.46,4045285.0,188223300.00000003
2019-09-02,29.85,31.92,29.66,31.37,7678289.0,374383900.0
2019-09-03,30.94,34.05,30.79,33.03,8611424.0,440018000.0
2019-09-04,32.65,33.78,31.86,31.91,6074188.0,311123800.0
2019-09-05,31.94,32.5,31.62,31.93,4362854.0,218817600.0
2019-09-06,32.21,32.41,30.51,30.65,4304377.0,212390200.0
2019-09-09,30.92,31.21,30.53,30.82,3088444.0,149472300.0
2019-09-10,30.83,31.7,30.66,30.93,3211722.0,157266100.0
2019-09-11,30.94,31.21,30.31,30.59,2646090.0,127845800.0
2019-09-12,30.59,30.76,29.22,29.33,3537721.0,165658400.0
2019-09-16,29.44,29.89,29.43,29.55,1714370.0,80210800.0
2019-09-17,29.59,30.19,29.36,29.84,3006797.0,141219400.0
2019-09-18,30.06,30.06,28.4,28.94,3542603.0,161792800.0
2019-09-19,29.29,30.14,28.64,29.69,3497775.0,163888100.0
2019-09-20,29.51,29.78,29.24,29.44,2083954.0,97129600.0
2019-09-23,29.42,29.71,29.1,29.24,1601273.0,74258700.0
2019-09-24,29.41,30.28,29.22,30.01,3531225.0,166831699.99999997
2019-09-25,30.04,30.35,28.76,28.78,2656970.0,123814600.0
2019-09-26,28.79,28.91,25.52,25.56,4181967.0,177593200.0
2019-09-27,25.81,26.46,25.36,25.79,2125557.0,88447500.0
2019-09-30,25.81,25.93,23.56,23.91,2499008.0,98710000.0
2019-10-08,23.98,24.0,22.54,22.61,2242606.0,84263600.0
2019-10-09,22.61,23.16,22.31,22.74,1652734.0,61294700.0
2019-10-10,23.08,23.22,22.72,22.93,1520841.0,57029399.99999999
2019-10-11,22.95,23.21,22.76,22.92,1305728.0,48788700.0
2019-10-14,23.1,23.52,22.76,23.11,1878170.0,70891300.0
2019-10-15,23.11,23.19,22.08,22.14,2147540.0,79337800.0
2019-10-16,21.99,22.29,20.72,20.84,2941104.0,103743200.0
2019-10-17,20.84,21.02,19.86,20.12,2900137.0,97563300.0
2019-10-18,20.18,21.11,19.95,20.39,2874945.0,98281500.0
2019-10-21,20.37,20.4,19.01,19.48,2508118.0,81758100.0
2019-10-22,19.48,19.85,19.19,19.83,1620578.0,53011600.0
2019-10-23,19.7,22.65,19.69,21.94,5223177.0,182219700.0
2019-10-24,21.71,22.47,21.22,21.6,3383409.0,120840700.0
2019-10-25,21.58,21.58,20.66,20.99,2057155.0,71369500.0
2019-10-28,21.29,21.71,20.73,21.29,2335615.0,81857900.0
2019-10-29,21.15,21.71,20.36,20.38,2480361.0,85579100.0
2019-10-30,20.44,20.5,19.56,19.56,1893837.0,62674600.0
2019-10-31,19.78,19.79,18.22,18.33,2414950.0,76325800.0
2019-11-01,18.33,18.72,18.26,18.36,1318550.0,41062800.0
2019-11-04,18.56,19.06,18.48,18.62,1243307.0,39390900.0
2019-11-05,18.62,18.83,17.85,18.01,1767246.0,54276700.0
2019-11-06,18.06,18.76,18.06,18.3,1790005.0,55652299.99999999
2019-11-07,18.27,18.74,18.14,18.47,1602648.0,49977200.0
2019-11-08,18.7,19.31,18.37,18.96,2415172.0,76876600.0
2019-11-11,18.72,19.08,17.27,17.45,2225146.0,67545300.0
2019-11-12,17.65,17.86,17.01,17.72,1386068.0,41313400.0
2019-11-13,17.76,18.13,17.52,17.83,1276293.0,38624600.0
2019-11-14,17.83,18.47,17.36,18.1,1919035.0,58695700.0
2019-11-15,17.8,18.66,17.8,18.15,1920186.0,59419399.99999999
2019-11-18,18.15,18.57,17.51,17.61,1510477.0,46218700.0
2019-11-19,17.61,17.82,17.44,17.71,1245145.0,37407900.0
2019-11-20,17.65,17.79,17.15,17.33,1435714.0,42645300.0
2019-11-21,17.34,17.49,16.85,16.9,1364896.0,39740000.0
2019-11-22,16.94,17.1,16.44,16.46,1418077.0,40687100.0
2019-11-25,16.46,16.72,16.23,16.31,1108402.0,31294800.0
2019-11-26,16.5,16.54,16.24,16.43,814402.0,23015200.0
2019-11-27,16.42,16.79,16.29,16.55,998960.0,28496400.0
2019-11-28,16.69,17.05,16.56,16.72,1169701.0,33781300.0
2019-11-29,17.0,17.0,16.66,16.83,1062253.0,30706100.0
2019-12-02,16.94,17.2,16.69,16.9,1074231.0,31160000.0
2019-12-03,16.71,16.89,16.05,16.27,1564953.0,44048400.0
2019-12-04,16.22,16.65,16.09,16.39,1092818.0,30926100.0
2019-12-05,16.39,16.59,16.28,16.45,817263.0,23101800.0
2019-12-06,16.51,16.69,16.38,16.59,955206.0,27170000.0
2019-12-09,16.72,17.86,16.72,17.82,3839195.0,113951000.0
2019-12-10,17.51,20.72,17.51,19.78,6652817.0,216297900.0
2019-12-11,19.44,20.71,18.97,19.19,4044233.0,132090600.0
2019-12-12,19.26,19.9,19.26,19.4,2692830.0,88273100.0
2019-12-13,19.79,20.13,19.38,19.5,2046723.0,67269700.0
2019-12-16,19.51,20.21,19.51,19.76,1894191.0,62651400.0
2019-12-17,19.76,20.28,19.74,19.99,2567302.0,85443500.0
