timestamps,open,high,low,close,volume,amount
2019-08-08,135.18,165.18,134.18,142.54,28041423.0,4048996300.0
2019-08-09,143.18,154.48,137.18,149.18,18426771.0,2755597600.0
2019-08-12,147.68,148.18,126.33,131.18,14129827.0,1939424700.0
2019-08-13,126.84,130.53,112.78,123.68,12266032.0,1502897900.0
2019-08-14,126.18,131.84,120.18,125.18,10106319.0,1290111900.0
2019-08-15,119.8,122.53,118.18,121.73,7421577.0,898811799.9999999
2019-08-16,121.78,123.83,118.38,118.68,5800807.0,704812000.0
2019-08-19,118.72,119.78,113.38,115.17,6893135.0,800837100.0000001
2019-08-20,115.18,120.1,115.18,116.63,5624516.0,666437800.0
2019-08-21,115.68,117.16,104.78,105.68,8914250.0,987441500.0
2019-08-22,105.17,106.15,100.26,100.77,6683102.0,686091200.0
2019-08-23,99.92,101.62,92.4,93.4,8713954.0,849441200.0
2019-08-26,93.33,95.88,89.88,93.18,6003145.0,561031000.0
2019-08-27,93.18,95.03,91.44,94.0,4386957.0,413298100.0
2019-08-28,93.68,94.25,89.05,89.18,5769373.0,528688000.0
2019-08-29,89.18,89.28,85.12,86.48,5318908.0,466841200.0
2019-08-30,86.68,87.98,85.98,86.14,3494971.0,306763100.0
2019-09-02,86.68,86.93,85.21,86.54,2749264.0,239123900.0
2019-09-03,86.38,95.08,86.32,94.14,8257252.0,767835100.0
2019-09-04,93.48,95.09,90.99,91.19,4624400.0,432495100.0
2019-09-05,91.9,92.61,90.74,91.56,3381282.0,313123900.0
2019-09-06,91.58,92.58,87.48,87.52,4077193.0,370198500.0
2019-09-09,88.27,89.35,87.08,88.48,2397772.0,213975300.0
2019-09-10,88.5,92.76,88.5,90.41,3367522.0,309222400.0
2019-09-11,90.18,91.33,89.41,89.99,2563063.0,234173200.0
2019-09-12,90.44,90.65,86.04,86.26,3528056.0,310596100.0
2019-09-16,86.34,87.86,86.34,87.26,1942066.0,170759500.0
2019-09-17,87.2,87.68,84.73,85.33,2387972.0,207615900.0
2019-09-18,85.21,85.94,81.45,82.78,3371436.0,282332900.0
